#{"CCD_temperature": "-88", "FELP": "1", "FELRR": "0.75", "FEL_lambda": "10", "FEL_pulses": 16, "NIRP": "137.505", "NIR_lambda": "764", "Sample_Temp": "17", "addenda": [-16598.725, "FEL_power_sweep"], "bg_file_name": "testBG19", "center_lambda": 751.5, "dark_region": null, "exposure": 20.0, "gain": 125, "grating": 2, "series": "137.505", "shot_normalized": true, "slits": "40", "subtrahenda": ["testBG"], "y_max": 80, "y_min": 25}
#

Wavelength,Signal
nm,arb. u.
nan,nan
nan,nan
1.646762,11.141016
1.646729,11.766016
1.646697,12.453516
1.646664,13.891016
1.646632,14.016016
1.646600,20.391016
1.646567,11.328516
1.646535,10.953516
1.646502,13.391016
1.646470,12.266016
1.646437,13.203516
1.646405,16.516016
1.646373,14.703516
1.646340,14.953516
1.646308,15.578516
1.646275,15.516016
1.646243,20.516016
1.646210,15.203516
1.646178,21.891016
1.646146,13.078516
1.646113,13.703516
1.646081,26.078516
1.646048,14.703516
1.646016,19.078516
1.645983,16.266016
1.645951,14.766016
1.645919,14.328516
1.645886,12.516016
1.645854,10.891016
1.645821,19.891016
1.645789,11.328516
1.645757,10.828516
1.645724,14.266016
1.645692,16.641016
1.645659,22.266016
1.645627,16.703516
1.645595,15.453516
1.645562,14.641016
1.645530,13.766016
1.645497,13.016016
1.645465,10.828516
1.645433,13.203516
1.645400,17.328516
1.645368,17.703516
1.645335,18.828516
1.645303,16.266016
1.645271,11.266016
1.645238,16.391016
1.645206,16.891016
1.645174,16.703516
1.645141,19.141016
1.645109,14.703516
1.645076,17.891016
1.645044,23.703516
1.645012,20.078516
1.644979,16.516016
1.644947,16.766016
1.644915,18.141016
1.644882,22.266016
1.644850,19.016016
1.644818,12.141016
1.644785,15.078516
1.644753,18.766016
1.644721,13.828516
1.644688,20.016016
1.644656,23.141016
1.644624,18.078516
1.644591,14.766016
1.644559,23.391016
1.644527,14.516016
1.644494,18.828516
1.644462,15.078516
1.644430,19.703516
1.644397,12.328516
1.644365,17.953516
1.644333,14.078516
1.644300,14.328516
1.644268,16.453516
1.644236,18.078516
1.644203,18.703516
1.644171,19.141016
1.644139,20.578516
1.644106,16.141016
1.644074,20.828516
1.644042,12.766016
1.644009,25.016016
1.643977,18.828516
1.643945,12.953516
1.643912,20.828516
1.643880,15.891016
1.643848,14.203516
1.643816,15.641016
1.643783,21.578516
1.643751,17.266016
1.643719,16.578516
1.643686,17.828516
1.643654,23.766016
1.643622,15.141016
1.643590,14.953516
1.643557,15.953516
1.643525,17.891016
1.643493,16.266016
1.643460,26.703516
1.643428,14.141016
1.643396,15.016016
1.643364,14.141016
1.643331,12.891016
1.643299,16.703516
1.643267,17.703516
1.643234,10.266016
1.643202,21.203516
1.643170,20.266016
1.643138,22.641016
1.643105,21.641016
1.643073,22.016016
1.643041,16.953516
1.643009,20.828516
1.642976,17.141016
1.642944,23.641016
1.642912,16.141016
1.642880,31.453516
1.642847,26.391016
1.642815,23.266016
1.642783,23.078516
1.642751,26.641016
1.642718,18.328516
1.642686,16.766016
1.642654,11.453516
1.642622,19.141016
1.642589,22.391016
1.642557,18.703516
1.642525,21.828516
1.642493,14.016016
1.642461,21.453516
1.642428,20.203516
1.642396,24.891016
1.642364,17.953516
1.642332,18.078516
1.642299,25.828516
1.642267,25.328516
1.642235,26.703516
1.642203,21.078516
1.642171,28.828516
1.642138,23.516016
1.642106,22.328516
1.642074,21.891016
1.642042,22.828516
1.642010,19.828516
1.641977,19.141016
1.641945,20.578516
1.641913,22.391016
1.641881,21.578516
1.641849,19.078516
1.641816,20.641016
1.641784,27.078516
1.641752,19.953516
1.641720,24.203516
1.641688,23.703516
1.641655,20.641016
1.641623,30.453516
1.641591,22.641016
1.641559,26.266016
1.641527,21.391016
1.641495,28.266016
1.641462,25.203516
1.641430,22.766016
1.641398,21.328516
1.641366,16.703516
1.641334,15.578516
1.641302,16.328516
1.641269,22.516016
1.641237,22.953516
1.641205,24.578516
1.641173,26.016016
1.641141,19.078516
1.641109,19.953516
1.641076,25.328516
1.641044,25.391016
1.641012,26.516016
1.640980,24.203516
1.640948,19.453516
1.640916,25.766016
1.640884,21.766016
1.640851,27.391016
1.640819,23.516016
1.640787,26.516016
1.640755,27.703516
1.640723,17.828516
1.640691,26.141016
1.640659,24.578516
1.640627,26.016016
1.640594,18.703516
1.640562,19.391016
1.640530,15.641016
1.640498,16.703516
1.640466,19.141016
1.640434,22.516016
1.640402,21.141016
1.640370,19.266016
1.640337,23.203516
1.640305,22.328516
1.640273,20.516016
1.640241,24.953516
1.640209,25.953516
1.640177,29.266016
1.640145,29.391016
1.640113,28.828516
1.640081,24.016016
1.640048,29.266016
1.640016,22.641016
1.639984,16.078516
1.639952,23.078516
1.639920,25.328516
1.639888,20.641016
1.639856,28.453516
1.639824,18.891016
1.639792,19.766016
1.639760,24.078516
1.639728,30.891016
1.639696,25.953516
1.639663,29.578516
1.639631,30.453516
1.639599,29.141016
1.639567,33.203516
1.639535,34.766016
1.639503,24.266016
1.639471,25.328516
1.639439,31.703516
1.639407,33.016016
1.639375,29.641016
1.639343,31.641016
1.639311,31.891016
1.639279,34.516016
1.639247,22.641016
1.639215,24.891016
1.639183,29.203516
1.639150,34.703516
1.639118,32.141016
1.639086,38.328516
1.639054,34.766016
1.639022,31.953516
1.638990,22.953516
1.638958,36.328516
1.638926,32.578516
1.638894,40.578516
1.638862,27.016016
1.638830,39.266016
1.638798,28.328516
1.638766,32.203516
1.638734,35.828516
1.638702,34.078516
1.638670,23.578516
1.638638,23.766016
1.638606,30.078516
1.638574,23.141016
1.638542,34.891016
1.638510,37.203516
1.638478,35.953516
1.638446,39.953516
1.638414,26.016016
1.638382,29.141016
1.638350,33.266016
1.638318,34.578516
1.638286,31.828516
1.638254,36.453516
1.638222,45.828516
1.638190,35.516016
1.638158,40.516016
1.638126,38.391016
1.638094,29.891016
1.638062,33.828516
1.638030,26.828516
1.637998,29.703516
1.637966,20.891016
1.637934,30.141016
1.637902,22.641016
1.637870,18.266016
1.637838,25.641016
1.637806,33.453516
1.637774,22.328516
1.637742,24.141016
1.637710,41.453516
1.637678,57.141016
1.637646,45.703516
1.637614,39.578516
1.637582,35.391016
1.637550,40.953516
1.637518,40.578516
1.637486,37.516016
1.637454,29.203516
1.637422,26.453516
1.637390,38.828516
1.637358,27.578516
1.637327,31.641016
1.637295,31.641016
1.637263,21.266016
1.637231,28.828516
1.637199,28.891016
1.637167,22.766016
1.637135,29.078516
1.637103,24.641016
1.637071,36.078516
1.637039,32.453516
1.637007,36.453516
1.636975,27.578516
1.636943,39.078516
1.636911,33.328516
1.636879,39.953516
1.636847,38.328516
1.636816,33.203516
1.636784,32.328516
1.636752,40.953516
