#monitor on
#{"CCD_temperature": "-89", "FELP": "1.3", "FELRR": "0.75", "FEL_lambda": "610", "NIRP": "679", "NIR_lambda": "797.1", "addenda": [0, "longExposures42"], "bg_file_name": "longExposuresBG27", "center_lambda": 750.5, "dark_region": null, "exposure": 200.0, "gain": 135, "grating": 2, "series": "", "slits": "50", "subtrahenda": ["longExposuresBG26"], "y_max": 400, "y_min": 0}
Wavelength,Signal
nm,arb. u.
750.306740,-858.000000
750.321607,-868.000000
750.336475,-861.000000
750.351342,-872.000000
750.366208,-914.000000
750.381075,-827.000000
750.395941,-849.000000
750.410807,-885.000000
750.425673,-864.000000
750.440539,-826.000000
750.455405,-795.000000
750.470270,-892.000000
750.485135,-893.000000
750.500000,-894.500000
750.514865,-998.000000
750.529729,-922.500000
750.544593,-939.000000
750.559458,-825.000000
750.574321,-822.000000
750.589185,-896.000000
750.604049,-928.000000
750.618912,-767.000000
750.633775,-844.000000
750.648638,-859.000000
750.663500,-987.000000
750.678363,-811.000000
750.693225,-901.000000
750.708087,-791.000000
750.722949,-928.000000
750.737810,-853.000000
750.752672,-826.000000
750.767533,-837.000000
750.782394,-855.000000
750.797255,-884.000000
750.812115,-914.000000
750.826976,-914.000000
750.841836,-921.000000
750.856696,-888.000000
750.871555,-831.000000
750.886415,-799.000000
750.901274,-861.000000
750.916133,-861.000000
750.930992,-773.000000
750.945851,-771.000000
750.960710,-777.000000
750.975568,-894.000000
750.990426,-832.000000
751.005284,-848.000000
751.020141,-832.000000
751.034999,-753.000000
751.049856,-868.000000
751.064713,-898.000000
751.079570,-829.000000
751.094427,-793.000000
751.109283,-864.000000
751.124139,-867.000000
751.138995,-884.000000
751.153851,-776.000000
751.168707,-818.000000
751.183562,-862.000000
751.198417,-880.000000
751.213272,-875.000000
751.228127,-886.000000
751.242981,-905.000000
751.257836,-791.000000
751.272690,-779.000000
751.287544,-843.000000
751.302398,-825.000000
751.317251,-840.000000
751.332104,-878.000000
751.346957,-886.000000
751.361810,-825.000000
751.376663,-913.000000
751.391515,-879.000000
751.406368,-832.000000
751.421220,-928.000000
751.436072,-853.000000
751.450923,-807.000000
751.465775,-838.000000
751.480626,-867.000000
751.495477,-840.000000
751.510328,-845.000000
751.525178,-884.000000
751.540029,-840.000000
751.554879,-798.000000
751.569729,-858.000000
751.584579,-816.000000
751.599428,-855.000000
751.614278,-881.000000
751.629127,-848.000000
751.643976,-825.000000
751.658824,-889.000000
751.673673,-867.000000
751.688521,-790.000000
751.703369,-857.000000
751.718217,-858.000000
751.733065,-855.000000
751.747912,-815.000000
751.762760,-877.000000
751.777607,-865.000000
751.792453,-935.000000
751.807300,-895.000000
751.822146,-873.000000
751.836993,-891.000000
751.851839,-877.000000
751.866685,-814.000000
751.881530,-858.000000
751.896375,-748.000000
751.911221,-789.000000
751.926066,-851.000000
751.940910,-913.000000
751.955755,-862.000000
751.970599,-827.000000
751.985443,-785.000000
752.000287,-793.000000
752.015131,-838.000000
752.029975,-848.000000
752.044818,-792.000000
752.059661,-801.000000
752.074504,-826.000000
752.089347,-804.000000
752.104189,-819.000000
752.119031,-833.000000
752.133873,-756.000000
752.148715,-807.000000
752.163557,-868.000000
752.178398,-929.000000
752.193239,-921.000000
752.208080,-879.000000
752.222921,-862.000000
752.237762,-902.000000
752.252602,-866.000000
752.267442,-799.000000
752.282282,-829.000000
752.297122,-844.000000
752.311962,-872.000000
752.326801,-813.000000
752.341640,-893.000000
752.356479,-830.000000
752.371318,-812.000000
752.386156,-845.000000
752.400994,-703.000000
752.415832,-731.000000
752.430670,-648.000000
752.445508,-657.000000
752.460345,-834.000000
752.475183,-779.000000
752.490020,-768.000000
752.504856,-871.000000
752.519693,-801.000000
752.534529,-847.000000
752.549366,-826.000000
752.564202,-775.000000
752.579037,-848.000000
752.593873,-794.000000
752.608708,-856.000000
752.623543,-813.000000
752.638378,-840.000000
752.653213,-894.000000
752.668048,-777.000000
752.682882,-890.000000
752.697716,-879.000000
752.712550,-892.000000
752.727384,-887.000000
752.742217,-877.000000
752.757050,-868.000000
752.771883,-813.000000
752.786716,-828.000000
752.801549,-833.000000
752.816381,-804.000000
752.831213,-829.000000
752.846045,-837.000000
752.860877,-866.000000
752.875709,-860.000000
752.890540,-867.000000
752.905371,-845.000000
752.920202,-790.000000
752.935033,-839.000000
752.949863,-847.000000
752.964694,-852.000000
752.979524,-846.000000
752.994354,-793.000000
753.009183,-844.000000
753.024013,-791.000000
753.038842,-752.000000
753.053671,-781.000000
753.068500,-889.000000
753.083329,-789.000000
753.098157,-876.000000
753.112985,-893.000000
753.127813,-774.000000
753.142641,-790.000000
753.157469,-824.000000
753.172296,-927.000000
753.187123,-886.000000
753.201950,-780.000000
753.216777,-848.000000
753.231603,-864.000000
753.246430,-754.000000
753.261256,-817.000000
753.276082,-801.000000
753.290907,-887.000000
753.305733,-847.000000
753.320558,-849.000000
753.335383,-813.000000
753.350208,-855.000000
753.365033,-909.000000
753.379857,-842.000000
753.394681,-802.000000
753.409505,-877.000000
753.424329,-782.000000
753.439153,-816.000000
753.453976,-855.000000
753.468799,-829.000000
753.483622,-887.000000
753.498445,-724.000000
753.513267,-929.000000
753.528090,-888.000000
753.542912,-860.000000
753.557734,-871.000000
753.572555,-875.000000
753.587377,-802.000000
753.602198,-901.000000
753.617019,-816.000000
753.631840,-903.000000
753.646661,-842.000000
753.661481,-838.000000
753.676301,-869.000000
753.691121,-894.000000
753.705941,-817.000000
753.720761,-884.000000
753.735580,-827.000000
753.750399,-807.000000
753.765218,-867.000000
753.780037,-827.000000
753.794855,-839.000000
753.809674,-804.000000
753.824492,-809.000000
753.839310,-894.000000
753.854127,-882.000000
753.868945,-819.000000
753.883762,-897.000000
753.898579,-823.000000
753.913396,-815.000000
753.928212,-865.000000
753.943029,-797.000000
753.957845,-827.000000
753.972661,-872.000000
753.987477,-814.000000
754.002292,-827.000000
754.017108,-858.000000
754.031923,-822.000000
754.046738,-856.000000
754.061552,-763.000000
754.076367,-833.000000
754.091181,-767.000000
754.105995,-769.000000
754.120809,-830.000000
754.135623,-855.000000
754.150436,-913.000000
754.165249,-825.000000
754.180062,-881.000000
754.194875,-865.000000
754.209688,-835.000000
754.224500,-784.000000
754.239312,-882.000000
754.254124,-781.000000
754.268936,-793.000000
754.283748,-845.000000
754.298559,-859.000000
754.313370,-824.000000
754.328181,-792.000000
754.342992,-851.000000
754.357802,-865.000000
754.372612,-843.000000
754.387422,-853.000000
754.402232,-847.000000
754.417042,-903.000000
754.431851,-908.000000
754.446660,-796.000000
754.461469,-886.000000
754.476278,-871.000000
754.491087,-760.000000
754.505895,-794.000000
754.520703,-889.000000
754.535511,-832.000000
754.550319,-883.000000
754.565126,-776.000000
754.579934,-895.000000
754.594741,-882.000000
754.609548,-831.000000
754.624354,-849.000000
754.639161,-745.000000
754.653967,-828.000000
754.668773,-796.000000
754.683579,-814.000000
754.698384,-806.000000
754.713190,-554.000000
754.727995,-503.000000
754.742800,-561.000000
754.757605,-666.000000
754.772409,-818.000000
754.787214,-805.000000
754.802018,-842.000000
754.816822,-821.000000
754.831625,-865.000000
754.846429,-853.000000
754.861232,-775.000000
754.876035,-863.000000
754.890838,-883.000000
754.905640,-801.000000
754.920443,-831.000000
754.935245,-870.000000
754.950047,-824.000000
754.964849,-860.000000
754.979650,-768.000000
754.994452,-857.000000
755.009253,-818.000000
755.024054,-922.000000
755.038854,-845.000000
755.053655,-802.000000
755.068455,-873.000000
755.083255,-829.000000
755.098055,-819.000000
755.112855,-809.000000
755.127654,-892.000000
755.142453,-816.000000
755.157252,-817.000000
755.172051,-855.000000
755.186850,-873.000000
755.201648,-824.000000
755.216446,-769.000000
755.231244,-866.000000
755.246042,-841.000000
755.260839,-845.000000
755.275637,-769.000000
755.290434,-866.000000
755.305231,-834.000000
755.320027,-773.000000
755.334824,-847.000000
755.349620,-903.000000
755.364416,-836.000000
755.379212,-847.000000
755.394007,-814.000000
755.408803,-939.000000
755.423598,-841.000000
755.438393,-882.000000
755.453187,-864.000000
755.467982,-757.000000
755.482776,-830.000000
755.497570,-804.000000
755.512364,-865.000000
755.527158,-827.000000
755.541951,-867.000000
755.556745,-776.000000
755.571538,-825.000000
755.586330,-878.000000
755.601123,-924.000000
755.615915,-877.000000
755.630708,-826.000000
755.645500,-843.000000
755.660291,-880.000000
755.675083,-898.000000
755.689874,-842.000000
755.704665,-817.000000
755.719456,-889.000000
755.734247,-841.000000
755.749037,-801.000000
755.763827,-847.000000
755.778618,-825.000000
755.793407,-849.000000
755.808197,-784.000000
755.822986,-835.000000
755.837775,-848.000000
755.852564,-838.000000
755.867353,-855.000000
755.882142,-892.000000
755.896930,-829.000000
755.911718,-841.000000
755.926506,-844.000000
755.941294,-923.000000
755.956081,-825.000000
755.970868,-712.000000
755.985655,-759.000000
756.000442,-841.000000
756.015229,-864.000000
756.030015,-830.000000
756.044801,-845.000000
756.059587,-880.000000
756.074373,-858.000000
756.089159,-861.000000
756.103944,-766.000000
756.118729,-732.000000
756.133514,-787.000000
756.148299,-750.000000
756.163083,-794.000000
756.177867,-896.000000
756.192651,-873.000000
756.207435,-717.000000
756.222219,-784.000000
756.237002,-858.000000
756.251785,-918.000000
756.266568,-815.000000
756.281351,-815.000000
756.296134,-867.000000
756.310916,-789.000000
756.325698,-802.000000
756.340480,-805.000000
756.355262,-855.000000
756.370043,-647.000000
756.384824,-761.000000
756.399605,-811.000000
756.414386,-895.000000
756.429167,-851.000000
756.443947,-811.000000
756.458727,-825.000000
756.473507,-850.000000
756.488287,-870.000000
756.503067,-852.000000
756.517846,-856.000000
756.532625,-874.000000
756.547404,-798.000000
756.562182,-844.000000
756.576961,-903.000000
756.591739,-881.000000
