#half-wave plate set to 45
#{"CCD_temperature": "-81", "FELP": "1.3", "FELRR": "0.75", "FEL_lambda": "610", "NIRP": "679", "NIR_lambda": "797.1", "addenda": [0, "checkingPolarization36"], "bg_file_name": "checkingPolarizationBG23", "center_lambda": 769.0, "dark_region": null, "exposure": 40.0, "gain": 135, "grating": 2, "series": "", "slits": "50", "subtrahenda": ["checkingPolarizationBG23"], "y_max": 400, "y_min": 0}
#Wavelength,Signal
#nm,arb. u.
764.316597,15.000000
764.331404,13.000000
764.346210,61.000000
764.361017,2.000000
764.375823,-39.000000
764.390629,71.000000
764.405434,71.000000
764.420240,22.000000
764.435045,10.000000
764.449850,-23.000000
764.464655,-5.000000
764.479460,18.000000
764.494264,42.000000
764.509069,25.000000
764.523873,59.000000
764.538677,45.000000
764.553480,44.000000
764.568284,66.000000
764.583087,582.000000
764.597890,926.000000
764.612693,1192.000000
764.627496,603.000000
764.642298,266.000000
764.657101,111.000000
764.671903,-13.000000
764.686705,-30.000000
764.701506,31.000000
764.716308,-24.000000
764.731109,7.000000
764.745910,8.000000
764.760711,-9.000000
764.775511,-5.000000
764.790312,-46.000000
764.805112,15.000000
764.819912,26.000000
764.834712,25.000000
764.849511,9.000000
764.864311,-5.000000
764.879110,-13.000000
764.893909,10.000000
764.908708,68.000000
764.923506,1.000000
764.938305,71.000000
764.953103,27.000000
764.967901,-6.000000
764.982698,-12.000000
764.997496,83.000000
765.012293,23.000000
765.027091,-45.000000
765.041887,-7.000000
765.056684,7.000000
765.071481,11.000000
765.086277,-1.000000
765.101073,-65.000000
765.115869,19.000000
765.130665,40.000000
765.145460,55.000000
765.160256,64.000000
765.175051,9.000000
765.189845,33.000000
765.204640,58.000000
765.219435,73.000000
765.234229,5.000000
765.249023,3.000000
765.263817,22.000000
765.278610,59.000000
765.293404,76.000000
765.308197,41.000000
765.322990,59.000000
765.337783,-36.000000
765.352576,34.000000
765.367368,64.000000
765.382160,-44.000000
765.396952,-22.000000
765.411744,18.000000
765.426536,9.000000
765.441327,-9.000000
765.456118,-33.000000
765.470909,-3.000000
765.485700,32.000000
765.500490,26.000000
765.515281,-84.000000
765.530071,-23.000000
765.544861,15.000000
765.559651,-24.000000
765.574440,-21.000000
765.589229,46.000000
765.604019,34.000000
765.618807,5.000000
765.633596,-27.000000
765.648385,7.000000
765.663173,7.000000
765.677961,56.000000
765.692749,64.000000
765.707537,-81.000000
765.722324,32.000000
765.737111,56.000000
765.751898,-2.000000
765.766685,5.000000
765.781472,-42.000000
765.796258,39.000000
765.811044,-7.000000
765.825831,18.000000
765.840616,-14.000000
765.855402,-5.000000
765.870187,97.000000
765.884973,-6.000000
765.899758,-2.000000
765.914542,0.000000
765.929327,-20.000000
765.944111,6.000000
765.958895,-7.000000
765.973679,-54.000000
765.988463,18.000000
766.003247,54.000000
766.018030,81.000000
766.032813,22.000000
766.047596,-45.000000
766.062379,10.000000
766.077161,-7.000000
766.091944,52.000000
766.106726,-5.000000
766.121508,32.000000
766.136289,37.000000
766.151071,51.000000
766.165852,25.000000
766.180633,24.000000
766.195414,46.000000
766.210195,42.000000
766.224975,-23.000000
766.239755,-52.000000
766.254535,-50.000000
766.269315,-43.000000
766.284095,41.000000
766.298874,-51.000000
766.313653,-31.000000
766.328432,73.000000
766.343211,73.000000
766.357990,-7.000000
766.372768,-64.000000
766.387546,-31.000000
766.402324,2.000000
766.417102,-50.000000
766.431880,-56.000000
766.446657,-31.000000
766.461434,16.000000
766.476211,34.000000
766.490988,9.000000
766.505764,5.000000
766.520540,4.000000
766.535317,20.000000
766.550092,-7.000000
766.564868,8.000000
766.579644,-11.000000
766.594419,45.000000
766.609194,64.000000
766.623969,11.000000
766.638743,-33.000000
766.653518,-11.000000
766.668292,36.000000
766.683066,51.000000
766.697840,17.000000
766.712613,5.000000
766.727387,50.000000
766.742160,3.000000
766.756933,34.000000
766.771706,18.000000
766.786478,2.000000
766.801251,89.000000
766.816023,36.000000
766.830795,11.000000
766.845567,-6.000000
766.860338,56.000000
766.875109,24.000000
766.889881,24.000000
766.904651,-27.000000
766.919422,52.000000
766.934193,151.000000
766.948963,293.000000
766.963733,850.000000
766.978503,1945.000000
766.993273,2194.000000
767.008042,905.500000
767.022811,332.000000
767.037580,65.000000
767.052349,-14.000000
767.067118,20.000000
767.081886,36.000000
767.096654,33.000000
767.111422,10.000000
767.126190,19.000000
767.140958,36.000000
767.155725,60.000000
767.170492,-27.000000
767.185259,34.000000
767.200026,39.000000
767.214792,73.000000
767.229559,3.000000
767.244325,19.000000
767.259091,18.000000
767.273856,7.000000
767.288622,6.000000
767.303387,10.000000
767.318152,21.000000
767.332917,49.000000
767.347682,33.000000
767.362446,-7.000000
767.377211,21.000000
767.391975,30.000000
767.406738,12.000000
767.421502,10.000000
767.436265,24.000000
767.451029,-2.000000
767.465792,11.000000
767.480554,63.000000
767.495317,7.000000
767.510079,15.000000
767.524842,42.000000
767.539603,68.000000
767.554365,-13.000000
767.569127,-44.000000
767.583888,28.000000
767.598649,48.000000
767.613410,35.000000
767.628171,0.000000
767.642931,8.000000
767.657692,6.000000
767.672452,40.000000
767.687211,74.000000
767.701971,-18.000000
767.716731,-26.000000
767.731490,34.000000
767.746249,8.000000
767.761008,-11.000000
767.775766,4.000000
767.790525,41.000000
767.805283,74.000000
767.820041,18.000000
767.834799,12.000000
767.849556,9.000000
767.864314,72.000000
767.879071,22.000000
767.893828,-18.000000
767.908584,-41.000000
767.923341,8.000000
767.938097,44.000000
767.952853,44.000000
767.967609,-53.000000
767.982365,36.000000
767.997120,21.000000
768.011876,38.000000
768.026631,42.000000
768.041385,11.000000
768.056140,34.000000
768.070894,91.000000
768.085649,17.000000
768.100403,36.000000
768.115156,-18.000000
768.129910,43.000000
768.144663,34.000000
768.159417,-14.000000
768.174170,8.000000
768.188922,52.000000
768.203675,52.000000
768.218427,4.000000
768.233179,3.000000
768.247931,-33.000000
768.262683,-15.000000
768.277434,37.000000
768.292186,7.000000
768.306937,-21.000000
768.321688,32.000000
768.336438,61.000000
768.351189,38.000000
768.365939,23.000000
768.380689,-9.000000
768.395439,13.000000
768.410188,28.000000
768.424938,57.000000
768.439687,-41.000000
768.454436,36.000000
768.469185,14.000000
768.483933,43.000000
768.498682,16.000000
768.513430,20.000000
768.528178,34.000000
768.542925,3.000000
768.557673,-6.000000
768.572420,17.000000
768.587167,44.000000
768.601914,71.000000
768.616661,4.000000
768.631407,65.000000
768.646153,7.000000
768.660899,55.000000
768.675645,68.000000
768.690391,19.000000
768.705136,18.000000
768.719881,47.000000
768.734626,44.000000
768.749371,-5.000000
768.764116,38.000000
768.778860,-38.000000
768.793604,50.000000
768.808348,54.000000
768.823092,-19.000000
768.837835,-37.000000
768.852579,-71.000000
768.867322,3.000000
768.882065,46.000000
768.896807,-7.000000
768.911550,32.000000
768.926292,94.000000
768.941034,59.000000
768.955776,10.000000
768.970517,-6.000000
768.985259,-30.000000
769.000000,78.000000
769.014741,11.000000
769.029482,21.000000
769.044222,-3.000000
769.058963,27.000000
769.073703,49.000000
769.088443,25.000000
769.103182,8.000000
769.117922,14.000000
769.132661,12.000000
769.147400,32.000000
769.162139,11.000000
769.176878,-5.000000
769.191616,84.000000
769.206354,35.000000
769.221093,19.000000
769.235830,-13.000000
769.250568,54.000000
769.265305,16.000000
769.280043,69.000000
769.294779,14.000000
769.309516,30.000000
769.324253,139.000000
769.338989,386.000000
769.353725,1623.000000
769.368461,3996.000000
769.383197,4243.000000
769.397932,2466.000000
769.412668,723.000000
769.427403,151.000000
769.442138,79.000000
769.456872,38.000000
769.471607,1.000000
769.486341,25.000000
769.501075,-34.000000
769.515809,5.000000
769.530542,46.000000
769.545276,56.000000
769.560009,-2.000000
769.574742,-33.000000
769.589475,43.000000
769.604207,98.000000
769.618939,26.000000
769.633671,-33.000000
769.648403,11.000000
769.663135,12.000000
769.677867,2.000000
769.692598,-47.000000
769.707329,-13.000000
769.722060,4.000000
769.736790,60.000000
769.751521,-7.000000
769.766251,-32.000000
769.780981,21.000000
769.795711,76.000000
769.810440,53.000000
769.825170,42.000000
769.839899,-8.000000
769.854628,20.000000
769.869356,59.000000
769.884085,26.000000
769.898813,-11.000000
769.913541,51.000000
769.928269,48.000000
769.942997,29.000000
769.957724,33.000000
769.972452,7.000000
769.987179,24.000000
770.001905,39.000000
770.016632,39.000000
770.031358,-1.000000
770.046085,4.000000
770.060811,70.000000
770.075536,-16.000000
770.090262,12.000000
770.104987,25.000000
770.119712,38.000000
770.134437,-9.000000
770.149162,20.000000
770.163886,-4.000000
770.178611,65.000000
770.193335,34.000000
770.208058,23.000000
770.222782,6.000000
770.237506,-44.000000
770.252229,66.000000
770.266952,21.000000
770.281675,6.000000
770.296397,-27.000000
770.311119,-20.000000
770.325842,47.000000
770.340563,60.000000
770.355285,21.000000
770.370007,-21.000000
770.384728,-34.000000
770.399449,57.000000
770.414170,24.000000
770.428891,-23.000000
770.443611,-8.000000
770.458331,7.000000
770.473051,19.000000
770.487771,-4.000000
770.502491,-8.000000
770.517210,40.000000
770.531929,68.000000
770.546648,28.000000
770.561367,-10.000000
770.576085,14.000000
770.590804,89.000000
770.605522,58.000000
770.620240,15.000000
770.634957,-26.000000
770.649675,75.000000
770.664392,89.000000
770.679109,10.000000
770.693826,-1.000000
770.708543,-24.000000
770.723259,172.000000
770.737975,39.000000
770.752691,-1.000000
770.767407,-3.000000
770.782122,-11.000000
770.796838,75.000000
770.811553,7.000000
770.826268,-23.000000
770.840983,0.000000
770.855697,38.000000
770.870411,82.000000
770.885125,9.000000
770.899839,49.000000
770.914553,25.000000
770.929266,63.000000
770.943979,17.000000
770.958692,-6.000000
770.973405,24.000000
770.988118,43.000000
771.002830,44.000000
771.017542,8.000000
771.032254,14.000000
771.046966,39.000000
771.061677,39.000000
771.076389,53.000000
771.091100,-28.000000
771.105810,30.000000
771.120521,24.000000
771.135232,43.000000
771.149942,9.000000
771.164652,-29.000000
771.179362,17.000000
771.194071,53.000000
771.208780,23.000000
771.223490,-17.000000
771.238199,22.000000
771.252907,51.000000
771.267616,72.000000
771.282324,-10.000000
771.297032,35.000000
771.311740,53.000000
771.326448,34.000000
771.341155,27.000000
771.355862,-7.000000
771.370569,1.000000
771.385276,41.000000
771.399983,27.000000
771.414689,43.000000
771.429395,1.000000
771.444101,3.000000
771.458807,131.000000
771.473512,66.000000
771.488218,52.000000
771.502923,0.000000
771.517628,52.000000
771.532332,117.000000
771.547037,73.000000
771.561741,22.000000
771.576445,21.000000
771.591149,61.000000
771.605852,71.000000
771.620556,-22.000000
771.635259,48.000000
771.649962,46.000000
771.664664,18.000000
771.679367,16.000000
771.694069,39.000000
771.708771,117.000000
771.723473,155.000000
771.738175,370.000000
771.752876,1216.000000
771.767577,4763.000000
771.782278,9956.000000
771.796979,8700.000000
771.811680,2925.000000
771.826380,671.000000
771.841080,226.000000
771.855780,134.000000
771.870480,19.000000
771.885179,3.000000
771.899879,6.000000
771.914578,58.000000
771.929277,3.000000
771.943975,11.000000
771.958674,-34.000000
771.973372,50.000000
771.988070,31.000000
772.002768,38.000000
772.017465,-8.000000
772.032163,6.000000
772.046860,45.000000
772.061557,37.000000
772.076253,44.000000
772.090950,49.000000
772.105646,9.000000
772.120342,102.000000
772.135038,20.000000
772.149734,-10.000000
772.164429,6.000000
772.179124,65.000000
772.193819,46.000000
772.208514,50.000000
772.223209,45.000000
772.237903,-26.000000
772.252597,35.000000
772.267291,44.000000
772.281985,-37.000000
772.296678,38.000000
772.311372,45.000000
772.326065,44.000000
772.340757,13.000000
772.355450,-13.000000
772.370142,-1.000000
772.384835,-116.000000
772.399527,18.000000
772.414218,10.500000
772.428910,39.000000
772.443601,-14.000000
772.458292,55.000000
772.472983,-54.000000
772.487674,-58.000000
772.502364,13.000000
772.517055,69.000000
772.531745,52.000000
772.546435,22.000000
772.561124,4.000000
772.575814,67.000000
772.590503,59.000000
772.605192,4.000000
772.619880,23.000000
772.634569,8.000000
772.649257,114.000000
772.663945,84.000000
772.678633,-1.000000
772.693321,-8.000000
772.708008,41.000000
772.722696,11.000000
772.737383,10.000000
772.752069,8.000000
772.766756,0.000000
772.781442,40.000000
772.796129,24.000000
772.810814,4.000000
772.825500,4.000000
772.840186,8.000000
772.854871,74.000000
772.869556,54.000000
772.884241,23.000000
772.898926,-52.000000
772.913610,55.000000
772.928294,72.000000
772.942978,-7.000000
772.957662,64.000000
772.972346,46.000000
772.987029,22.000000
773.001712,43.000000
773.016395,4.000000
773.031078,33.000000
773.045760,56.000000
773.060442,26.000000
773.075124,10.000000
773.089806,20.000000
773.104488,10.000000
773.119169,14.000000
773.133850,30.000000
773.148531,22.000000
773.163212,-28.000000
773.177893,84.000000
773.192573,15.000000
773.207253,33.000000
773.221933,0.000000
773.236613,44.000000
773.251292,28.000000
773.265971,-2.000000
773.280650,-14.000000
773.295329,22.000000
773.310008,2.000000
773.324686,29.000000
773.339364,-2.000000
773.354042,-1.000000
773.368720,8.000000
773.383398,-12.000000
773.398075,26.000000
773.412752,-26.000000
773.427429,20.000000
773.442105,28.000000
773.456782,36.000000
773.471458,21.000000
773.486134,-16.000000
773.500810,56.000000
773.515485,83.000000
773.530161,16.000000
773.544836,-33.000000
773.559511,13.000000
773.574185,21.000000
773.588860,3.000000
773.603534,41.000000
773.618208,43.000000
773.632882,40.000000
773.647556,40.000000
773.662229,-1.000000
773.676902,16.000000
773.691575,25.000000
773.706248,86.000000
773.720920,25.000000
773.735593,25.000000
773.750265,47.000000
773.764937,37.000000
773.779608,19.000000
773.794280,85.000000
773.808951,-38.000000
773.823622,-16.000000
773.838293,12.000000
773.852963,61.000000
773.867633,0.000000
773.882304,29.000000
773.896974,51.000000
773.911643,58.000000
773.926313,33.000000
773.940982,5.000000
773.955651,12.000000
773.970320,63.000000
773.984988,99.000000
773.999657,73.000000
774.014325,28.000000
774.028993,113.000000
774.043661,62.000000
774.058328,42.000000
774.072995,13.000000
774.087663,36.000000
774.102329,90.000000
774.116996,96.000000
774.131662,106.000000
774.146329,152.000000
774.160995,662.000000
774.175660,2812.000000
774.190326,11197.000000
774.204991,23307.000000
774.219656,16353.000000
774.234321,3813.000000
774.248986,887.000000
774.263651,173.000000
774.278315,54.000000
774.292979,36.000000
774.307643,59.000000
774.322306,3.000000
774.336970,-8.000000
774.351633,-4.000000
774.366296,79.000000
774.380958,83.000000
774.395621,-16.000000
774.410283,-13.000000
774.424945,40.000000
774.439607,50.000000
774.454269,103.000000
774.468930,28.000000
774.483591,0.000000
774.498252,40.000000
774.512913,64.000000
774.527574,12.000000
774.542234,-36.000000
774.556894,56.000000
774.571554,39.000000
774.586214,32.000000
774.600873,19.000000
774.615532,20.000000
774.630191,60.000000
774.644850,127.000000
774.659509,49.000000
774.674167,2.000000
774.688825,-9.000000
774.703483,69.000000
774.718141,72.000000
774.732798,11.000000
774.747456,-25.000000
774.762113,51.000000
774.776769,27.000000
774.791426,71.000000
774.806082,-5.000000
774.820739,95.000000
774.835395,86.000000
774.850050,93.000000
774.864706,-9.000000
774.879361,-18.000000
774.894016,73.000000
774.908671,4.000000
774.923326,23.000000
774.937980,-9.000000
774.952634,2.000000
774.967288,45.000000
774.981942,47.000000
774.996596,-19.000000
775.011249,-27.000000
775.025902,78.000000
775.040555,38.000000
775.055208,-1.000000
775.069860,0.000000
775.084512,102.000000
775.099164,70.000000
775.113816,91.000000
775.128468,17.000000
775.143119,-6.000000
775.157770,51.000000
775.172421,89.000000
775.187072,24.000000
775.201722,-34.000000
775.216373,13.000000
775.231023,3.000000
775.245672,34.000000
775.260322,29.000000
775.274971,15.000000
775.289621,48.000000
775.304270,33.000000
775.318918,64.000000
775.333567,22.000000
775.348215,1.000000
775.362863,41.000000
775.377511,48.000000
775.392159,43.000000
775.406806,3.000000
775.421453,79.000000
775.436100,23.000000
775.450747,-1.000000
775.465394,-30.000000
775.480040,11.000000
775.494686,47.000000
775.509332,42.000000
775.523977,75.000000
775.538623,61.000000
775.553268,37.000000
775.567913,51.000000
775.582558,10.000000
775.597202,23.000000
775.611847,40.000000
775.626491,69.000000
775.641135,51.000000
775.655778,3.000000
775.670422,5.000000
775.685065,65.000000
775.699708,80.000000
775.714351,43.000000
775.728994,0.000000
775.743636,35.000000
775.758278,55.000000
775.772920,-19.000000
775.787562,8.000000
775.802203,10.000000
775.816844,72.000000
775.831486,71.000000
775.846126,37.000000
775.860767,18.000000
775.875407,38.000000
775.890047,73.000000
775.904687,91.000000
775.919327,44.000000
775.933967,3.000000
775.948606,20.000000
775.963245,86.000000
775.977884,8.000000
775.992522,-15.000000
776.007161,29.000000
776.021799,51.000000
776.036437,8.000000
776.051075,5.000000
776.065712,17.000000
776.080350,94.000000
776.094987,47.000000
776.109623,35.000000
776.124260,14.000000
776.138897,116.000000
776.153533,85.000000
776.168169,95.000000
776.182804,23.000000
776.197440,38.000000
