#monitor on
#{"CCD_temperature": "-81", "FELP": "1.3", "FELRR": "0.75", "FEL_lambda": "610", "NIRP": "679", "NIR_lambda": "797.1", "addenda": [0, "holeCoupler47"], "bg_file_name": "holeCouplerBG29", "center_lambda": 769.0, "dark_region": null, "exposure": 40.0, "gain": 135, "grating": 2, "series": "", "slits": "50", "subtrahenda": ["holeCouplerBG28"], "y_max": 400, "y_min": 0}
#Wavelength,Signal
#nm,arb. u.
776.402314,75.000000
776.416947,4.000000
776.431579,77.000000
776.446210,34.000000
776.460842,41.000000
776.475473,-12.000000
776.490104,12.000000
776.504735,80.000000
776.519366,76.000000
776.533996,97.000000
776.548627,100.000000
776.563257,275.000000
776.577886,341.000000
776.592516,868.000000
776.607145,1556.000000
776.621774,2300.000000
776.636403,3832.000000
776.651032,4898.000000
776.665661,6420.000000
776.680289,6593.000000
776.694917,5218.500000
776.709545,3630.000000
776.724172,1723.000000
776.738800,837.000000
776.753427,607.000000
776.768054,269.000000
776.782680,300.000000
776.797307,253.000000
776.811933,156.000000
776.826559,216.000000
776.841185,44.000000
776.855811,127.000000
776.870436,74.000000
776.885061,72.000000
776.899686,35.000000
776.914311,-7.000000
776.928935,38.000000
776.943559,86.000000
776.958183,-13.000000
776.972807,18.000000
776.987431,12.000000
777.002054,49.000000
777.016677,-13.000000
777.031300,-3.000000
777.045923,23.000000
777.060546,36.000000
777.075168,11.000000
777.089790,25.000000
777.104412,12.000000
777.119033,69.000000
777.133655,75.000000
777.148276,35.000000
777.162897,12.000000
777.177518,12.000000
777.192138,18.000000
777.206758,45.000000
777.221378,22.000000
777.235998,50.000000
777.250618,32.000000
777.265237,12.000000
777.279856,-10.000000
777.294475,28.000000
777.309094,95.000000
777.323712,-10.000000
777.338331,30.000000
777.352949,26.000000
777.367567,59.000000
777.382184,29.000000
777.396802,17.000000
777.411419,86.000000
777.426036,17.000000
777.440652,35.000000
777.455269,86.000000
777.469885,92.000000
777.484501,18.000000
777.499117,24.000000
777.513733,14.000000
777.528348,62.000000
777.542963,21.000000
777.557578,72.000000
777.572193,44.000000
777.586807,30.000000
777.601422,89.000000
777.616036,-3.000000
777.630650,-7.000000
777.645263,69.000000
777.659877,53.000000
777.674490,76.000000
777.689103,4.000000
777.703715,-1.000000
777.718328,13.000000
777.732940,90.000000
777.747552,56.000000
777.762164,31.000000
777.776776,18.000000
777.791387,49.000000
777.805998,74.000000
777.820609,12.000000
777.835220,-17.000000
777.849830,-54.000000
777.864441,-15.000000
777.879051,77.000000
777.893661,-4.000000
777.908270,79.000000
777.922880,98.000000
777.937489,0.000000
777.952098,27.000000
777.966706,-14.000000
777.981315,29.000000
777.995923,-17.000000
778.010531,24.000000
778.025139,51.000000
778.039747,-25.000000
778.054354,-20.000000
778.068961,-9.000000
778.083568,4.000000
778.098175,61.000000
778.112781,32.000000
778.127387,43.000000
778.141993,26.000000
778.156599,17.000000
778.171205,32.000000
778.185810,37.000000
778.200415,24.000000
778.215020,2.000000
778.229625,43.000000
778.244229,-5.000000
778.258834,-40.000000
778.273438,17.000000
778.288042,-25.000000
778.302645,-9.000000
778.317248,-7.000000
778.331852,11.000000
778.346455,42.000000
778.361057,37.000000
778.375660,16.000000
778.390262,27.000000
778.404864,43.000000
778.419466,58.000000
778.434067,53.000000
778.448669,42.000000
778.463270,34.000000
778.477871,24.000000
778.492471,66.000000
778.507072,56.000000
778.521672,7.000000
778.536272,17.000000
778.550872,83.000000
778.565471,61.000000
778.580071,32.000000
778.594670,6.000000
778.609269,4.000000
778.623867,40.000000
778.638466,37.000000
778.653064,14.000000
778.667662,51.000000
778.682260,61.000000
778.696857,84.000000
778.711455,68.000000
778.726052,51.000000
778.740649,-4.000000
778.755245,27.000000
778.769842,28.000000
778.784438,73.000000
778.799034,87.000000
778.813630,26.000000
778.828225,62.000000
778.842820,56.000000
778.857415,67.000000
778.872010,73.000000
778.886605,49.000000
778.901199,39.000000
778.915794,40.000000
778.930387,69.000000
778.944981,150.000000
778.959575,58.000000
778.974168,142.000000
778.988761,210.000000
779.003354,109.000000
779.017947,500.000000
779.032539,841.000000
779.047131,1649.000000
779.061723,3140.000000
779.076315,6128.000000
779.090906,10284.000000
779.105498,14437.000000
779.120089,16610.000000
779.134679,15138.000000
779.149270,10791.500000
779.163860,5303.000000
779.178450,3051.000000
779.193040,1516.000000
779.207630,881.000000
779.222220,549.000000
779.236809,328.000000
779.251398,436.000000
779.265987,332.000000
779.280575,169.000000
779.295164,109.000000
779.309752,91.000000
779.324340,77.000000
779.338927,14.000000
779.353515,-9.000000
779.368102,85.000000
779.382689,7.000000
779.397276,-16.000000
779.411862,39.000000
779.426449,36.000000
779.441035,110.000000
779.455621,34.000000
779.470206,24.000000
779.484792,60.000000
779.499377,1.000000
779.513962,19.000000
779.528547,72.000000
779.543131,-20.000000
779.557715,20.000000
779.572299,0.000000
779.586883,-12.000000
779.601467,42.000000
779.616050,12.000000
779.630634,10.000000
779.645216,-13.000000
779.659799,34.000000
779.674382,65.000000
779.688964,45.000000
779.703546,-8.000000
779.718128,-82.000000
779.732709,14.000000
779.747291,25.000000
779.761872,42.000000
779.776453,-8.000000
779.791034,30.000000
779.805614,58.000000
779.820194,20.000000
779.834774,31.000000
779.849354,55.000000
779.863934,53.000000
779.878513,-1.000000
779.893092,44.000000
779.907671,34.000000
779.922250,30.000000
779.936828,41.000000
779.951406,44.000000
779.965984,10.000000
779.980562,70.000000
779.995140,51.000000
780.009717,60.000000
780.024294,85.000000
780.038871,19.000000
780.053448,-24.000000
780.068024,4.000000
780.082600,-3.000000
780.097176,22.000000
780.111752,-5.000000
780.126327,15.000000
780.140903,30.000000
780.155478,-8.000000
780.170053,37.000000
780.184627,16.000000
780.199202,-10.000000
780.213776,13.000000
780.228350,-13.000000
780.242923,53.000000
780.257497,61.000000
780.272070,-5.000000
780.286643,-8.000000
780.301216,-1.000000
780.315788,-18.000000
780.330361,-6.000000
780.344933,39.000000
780.359505,12.000000
780.374077,43.000000
780.388648,35.000000
780.403219,47.000000
780.417790,3.000000
780.432361,0.000000
780.446931,1.000000
780.461502,-1.000000
780.476072,-8.000000
780.490642,-1.000000
780.505211,37.000000
780.519781,17.000000
780.534350,23.000000
780.548919,39.000000
780.563488,33.000000
780.578056,21.000000
780.592624,30.000000
780.607192,-11.000000
780.621760,60.000000
780.636328,10.000000
780.650895,15.000000
780.665462,17.000000
780.680029,10.000000
780.694596,-20.000000
780.709162,20.000000
780.723729,-4.000000
