#monitor on
#{"CCD_temperature": "-81", "FELP": "1.3", "FELRR": "0.75", "FEL_lambda": "610", "NIRP": "679", "NIR_lambda": "797.1", "addenda": [0, "holeCoupler47"], "bg_file_name": "holeCouplerBG29", "center_lambda": 769.0, "dark_region": null, "exposure": 40.0, "gain": 135, "grating": 2, "series": "", "slits": "50", "subtrahenda": ["holeCouplerBG28"], "y_max": 400, "y_min": 0}
#Wavelength,Signal
#nm,arb. u.
761.425400,-15.000000
761.440246,20.000000
761.455092,10.000000
761.469938,12.000000
761.484784,5.000000
761.499629,18.000000
761.514474,-33.000000
761.529319,38.000000
761.544164,3.000000
761.559009,4.000000
761.573853,3.000000
761.588697,11.000000
761.603541,57.000000
761.618385,0.000000
761.633229,-8.000000
761.648072,-53.000000
761.662915,8.000000
761.677758,28.000000
761.692601,58.000000
761.707444,23.000000
761.722286,-12.000000
761.737128,100.000000
761.751970,41.000000
761.766812,41.000000
761.781654,34.000000
761.796495,26.000000
761.811336,30.000000
761.826177,-21.000000
761.841018,47.000000
761.855859,82.000000
761.870699,26.000000
761.885539,74.000000
761.900379,32.000000
761.915219,56.000000
761.930059,5.000000
761.944898,-30.000000
761.959737,38.000000
761.974576,-32.000000
761.989415,-48.000000
762.004254,22.000000
762.019092,34.000000
762.033930,40.000000
762.048768,62.000000
762.063606,11.000000
762.078444,-30.000000
762.093281,-31.000000
762.108118,62.000000
762.122955,2.000000
762.137792,8.000000
762.152628,2.000000
762.167465,14.000000
762.182301,3.000000
762.197137,59.000000
762.211973,39.000000
762.226808,8.000000
762.241644,7.000000
762.256479,40.000000
762.271314,23.000000
762.286148,31.000000
762.300983,49.000000
762.315817,101.000000
762.330652,58.000000
762.345485,-41.000000
762.360319,-11.000000
762.375153,69.000000
762.389986,32.000000
762.404819,-3.000000
762.419652,-13.000000
762.434485,74.000000
762.449317,-19.000000
762.464150,-11.000000
762.478982,-11.000000
762.493814,-52.000000
762.508646,3.000000
762.523477,70.000000
762.538308,50.000000
762.553140,29.000000
762.567971,-1.000000
762.582801,68.000000
762.597632,4.000000
762.612462,-45.000000
762.627292,23.000000
762.642122,65.000000
762.656952,34.000000
762.671781,18.000000
762.686611,47.000000
762.701440,80.000000
762.716269,-11.000000
762.731097,42.000000
762.745926,29.000000
762.760754,29.000000
762.775582,18.000000
762.790410,3.000000
762.805238,32.000000
762.820065,28.000000
762.834893,-23.000000
762.849720,-47.000000
762.864547,31.000000
762.879373,-25.000000
762.894200,-45.000000
762.909026,8.000000
762.923852,49.000000
762.938678,-16.000000
762.953504,30.000000
762.968329,0.000000
762.983154,10.000000
762.997979,35.000000
763.012804,4.000000
763.027629,-21.000000
763.042453,14.000000
763.057278,23.000000
763.072102,38.000000
763.086926,31.000000
763.101749,-35.000000
763.116573,70.000000
763.131396,45.000000
763.146219,5.000000
763.161042,27.000000
763.175864,2.000000
763.190687,15.000000
763.205509,24.000000
763.220331,36.000000
763.235153,56.000000
763.249975,43.000000
763.264796,-23.000000
763.279617,51.000000
763.294438,57.000000
763.309259,30.000000
763.324080,36.000000
763.338900,23.000000
763.353720,66.000000
763.368540,66.000000
763.383360,27.000000
763.398180,79.000000
763.412999,36.000000
763.427818,82.000000
763.442637,44.000000
763.457456,44.000000
763.472274,142.000000
763.487093,246.000000
763.501911,466.000000
763.516729,377.000000
763.531547,675.500000
763.546364,502.000000
763.561182,169.500000
763.575999,66.000000
763.590816,69.000000
763.605633,-5.000000
763.620449,-14.000000
763.635265,-33.000000
763.650082,10.000000
763.664897,-17.000000
763.679713,-21.000000
763.694529,10.000000
763.709344,36.000000
763.724159,29.000000
763.738974,0.000000
763.753789,33.000000
763.768603,-17.000000
763.783418,47.000000
763.798232,4.000000
763.813046,18.000000
763.827859,37.000000
763.842673,5.000000
763.857486,-15.000000
763.872299,-12.000000
763.887112,11.000000
763.901925,27.000000
763.916737,11.000000
763.931549,-9.000000
763.946362,35.000000
763.961173,23.000000
763.975985,30.000000
763.990796,4.000000
764.005608,39.000000
764.020419,20.000000
764.035230,44.000000
764.050040,32.000000
764.064851,27.000000
764.079661,68.000000
764.094471,19.000000
764.109281,-32.000000
764.124090,-24.000000
764.138900,11.000000
764.153709,27.000000
764.168518,16.000000
764.183327,-14.000000
764.198135,5.000000
764.212944,-4.000000
764.227752,42.000000
764.242560,6.000000
764.257368,-19.000000
764.272175,48.000000
764.286983,5.000000
764.301790,46.000000
764.316597,67.000000
764.331404,11.000000
764.346210,28.000000
764.361017,28.000000
764.375823,35.000000
764.390629,79.000000
764.405434,49.000000
764.420240,24.000000
764.435045,11.000000
764.449850,22.000000
764.464655,11.000000
764.479460,41.000000
764.494264,53.000000
764.509069,37.000000
764.523873,15.000000
764.538677,-29.000000
764.553480,-10.000000
764.568284,51.000000
764.583087,-13.000000
764.597890,51.000000
764.612693,17.000000
764.627496,29.000000
764.642298,132.000000
764.657101,74.000000
764.671903,118.000000
764.686705,135.000000
764.701506,97.000000
764.716308,81.000000
764.731109,108.000000
764.745910,57.000000
764.760711,31.000000
764.775511,-7.000000
764.790312,3.000000
764.805112,15.000000
764.819912,-15.000000
764.834712,12.000000
764.849511,1.000000
764.864311,51.000000
764.879110,33.000000
764.893909,73.000000
764.908708,-24.000000
764.923506,17.000000
764.938305,11.000000
764.953103,20.000000
764.967901,-3.000000
764.982698,61.000000
764.997496,10.000000
765.012293,72.000000
765.027091,12.000000
765.041887,18.000000
765.056684,-3.000000
765.071481,46.000000
765.086277,0.000000
765.101073,51.000000
765.115869,19.000000
765.130665,54.000000
765.145460,12.000000
765.160256,13.000000
765.175051,32.000000
765.189845,44.000000
765.204640,-5.000000
765.219435,-19.000000
765.234229,31.000000
765.249023,41.000000
765.263817,23.000000
765.278610,-65.000000
765.293404,3.000000
765.308197,-50.000000
765.322990,14.000000
765.337783,6.000000
765.352576,87.000000
765.367368,25.000000
765.382160,44.000000
765.396952,18.000000
765.411744,19.000000
765.426536,34.000000
765.441327,16.000000
765.456118,7.000000
765.470909,-40.000000
765.485700,-4.000000
765.500490,-15.000000
765.515281,8.000000
765.530071,16.000000
765.544861,22.000000
765.559651,-19.000000
765.574440,10.000000
765.589229,40.000000
765.604019,14.000000
765.618807,61.000000
765.633596,-10.000000
765.648385,1.000000
765.663173,27.000000
765.677961,2.000000
765.692749,8.000000
765.707537,51.000000
765.722324,-12.000000
765.737111,37.000000
765.751898,-4.000000
765.766685,-8.000000
765.781472,-9.000000
765.796258,42.000000
765.811044,48.000000
765.825831,3.000000
765.840616,30.000000
765.855402,-14.000000
765.870187,19.000000
765.884973,-2.000000
765.899758,-3.000000
765.914542,-9.000000
765.929327,47.000000
765.944111,35.000000
765.958895,69.000000
765.973679,29.000000
765.988463,19.000000
766.003247,-26.000000
766.018030,10.000000
766.032813,38.000000
766.047596,2.000000
766.062379,19.000000
766.077161,19.000000
766.091944,69.000000
766.106726,-4.000000
766.121508,21.000000
766.136289,-2.000000
766.151071,35.000000
766.165852,34.000000
766.180633,-6.000000
766.195414,-6.000000
766.210195,11.000000
766.224975,33.000000
766.239755,41.000000
766.254535,32.000000
766.269315,-45.000000
766.284095,26.000000
766.298874,27.000000
766.313653,23.000000
766.328432,16.000000
766.343211,-48.000000
766.357990,15.000000
766.372768,-66.000000
766.387546,-8.000000
766.402324,66.000000
766.417102,48.000000
766.431880,23.000000
766.446657,5.000000
766.461434,38.000000
766.476211,23.000000
766.490988,32.000000
766.505764,6.000000
766.520540,34.000000
766.535317,-20.000000
766.550092,7.000000
766.564868,25.000000
766.579644,11.000000
766.594419,9.000000
766.609194,79.000000
766.623969,42.000000
766.638743,37.000000
766.653518,27.000000
766.668292,27.000000
766.683066,7.000000
766.697840,-4.000000
766.712613,36.000000
766.727387,27.000000
766.742160,15.000000
766.756933,46.000000
766.771706,47.000000
766.786478,40.000000
766.801251,3.000000
766.816023,13.000000
766.830795,-11.000000
766.845567,24.000000
766.860338,-10.000000
766.875109,24.000000
766.889881,-34.000000
766.904651,59.000000
766.919422,56.000000
766.934193,60.000000
766.948963,4.000000
766.963733,6.000000
766.978503,54.000000
766.993273,208.000000
767.008042,161.000000
767.022811,158.000000
767.037580,88.000000
767.052349,129.000000
767.067118,199.000000
767.081886,158.000000
767.096654,96.000000
767.111422,54.000000
767.126190,139.000000
767.140958,-6.000000
767.155725,37.000000
767.170492,64.000000
767.185259,32.000000
767.200026,79.000000
767.214792,74.000000
767.229559,125.000000
767.244325,15.000000
767.259091,81.000000
767.273856,1.500000
767.288622,31.000000
767.303387,12.000000
767.318152,2.000000
767.332917,26.000000
767.347682,8.000000
767.362446,38.000000
767.377211,16.000000
767.391975,-3.000000
767.406738,38.000000
767.421502,43.000000
767.436265,75.000000
767.451029,9.000000
767.465792,-13.000000
767.480554,38.000000
767.495317,65.000000
767.510079,46.000000
767.524842,21.000000
767.539603,54.000000
767.554365,4.000000
767.569127,8.000000
767.583888,-24.000000
767.598649,7.000000
767.613410,0.000000
767.628171,7.000000
767.642931,47.000000
767.657692,10.000000
767.672452,49.000000
767.687211,43.000000
767.701971,69.000000
767.716731,36.000000
767.731490,6.000000
767.746249,13.000000
767.761008,78.000000
767.775766,19.000000
767.790525,38.000000
767.805283,19.000000
767.820041,43.000000
767.834799,20.000000
767.849556,16.000000
767.864314,13.000000
767.879071,-1.000000
767.893828,17.000000
767.908584,6.000000
767.923341,46.000000
767.938097,0.000000
767.952853,0.000000
767.967609,-1.000000
767.982365,-12.000000
767.997120,-12.000000
768.011876,55.000000
768.026631,5.000000
768.041385,-45.000000
768.056140,45.000000
768.070894,23.000000
768.085649,42.000000
768.100403,51.000000
768.115156,54.000000
768.129910,36.000000
768.144663,30.000000
768.159417,44.000000
768.174170,25.000000
768.188922,57.000000
768.203675,-29.000000
768.218427,-18.000000
768.233179,37.000000
768.247931,-28.000000
768.262683,4.000000
768.277434,12.000000
768.292186,23.000000
768.306937,31.000000
768.321688,14.000000
768.336438,43.000000
768.351189,58.000000
768.365939,58.000000
768.380689,-13.000000
768.395439,19.000000
768.410188,9.000000
768.424938,59.000000
768.439687,38.000000
768.454436,-20.000000
768.469185,9.000000
768.483933,41.000000
768.498682,-5.000000
768.513430,47.000000
768.528178,25.000000
768.542925,19.000000
768.557673,-25.000000
768.572420,26.000000
768.587167,9.000000
768.601914,18.000000
768.616661,-6.000000
768.631407,15.000000
768.646153,27.000000
768.660899,-14.000000
768.675645,70.000000
768.690391,0.000000
768.705136,1.000000
768.719881,43.000000
768.734626,44.000000
768.749371,29.000000
768.764116,17.000000
768.778860,51.000000
768.793604,38.000000
768.808348,6.000000
768.823092,3.000000
768.837835,22.000000
768.852579,16.000000
768.867322,37.000000
768.882065,15.000000
768.896807,-39.000000
768.911550,24.000000
768.926292,37.000000
768.941034,68.000000
768.955776,56.000000
768.970517,0.000000
768.985259,42.000000
769.000000,19.000000
769.014741,28.000000
769.029482,-10.000000
769.044222,-7.000000
769.058963,51.000000
769.073703,58.000000
769.088443,51.000000
769.103182,11.000000
769.117922,50.000000
769.132661,-28.000000
769.147400,32.000000
769.162139,46.000000
769.176878,9.000000
769.191616,23.000000
769.206354,62.000000
769.221093,37.000000
769.235830,50.000000
769.250568,-29.000000
769.265305,-21.000000
769.280043,97.000000
769.294779,91.000000
769.309516,55.000000
769.324253,62.000000
769.338989,115.000000
769.353725,170.000000
769.368461,176.000000
769.383197,340.000000
769.397932,428.000000
769.412668,511.000000
769.427403,340.000000
769.442138,351.000000
769.456872,154.000000
769.471607,244.000000
769.486341,37.000000
769.501075,75.000000
769.515809,40.000000
769.530542,91.000000
769.545276,46.000000
769.560009,21.000000
769.574742,40.000000
769.589475,29.000000
769.604207,68.000000
769.618939,69.000000
769.633671,61.000000
769.648403,18.000000
769.663135,24.000000
769.677867,18.000000
769.692598,24.000000
769.707329,31.000000
769.722060,67.000000
769.736790,49.000000
769.751521,95.000000
769.766251,41.000000
769.780981,25.000000
769.795711,12.000000
769.810440,20.000000
769.825170,1.000000
769.839899,-42.000000
769.854628,15.000000
769.869356,11.000000
769.884085,40.000000
769.898813,-2.000000
769.913541,11.000000
769.928269,51.000000
769.942997,6.000000
769.957724,34.000000
769.972452,-80.000000
769.987179,-7.000000
770.001905,40.000000
770.016632,26.000000
770.031358,-10.000000
770.046085,15.000000
770.060811,62.000000
770.075536,63.000000
770.090262,52.000000
770.104987,1.000000
770.119712,16.000000
770.134437,-12.000000
770.149162,28.000000
770.163886,48.000000
770.178611,14.000000
770.193335,54.000000
770.208058,-15.000000
770.222782,26.000000
770.237506,47.000000
770.252229,-14.000000
770.266952,-10.000000
770.281675,34.000000
770.296397,28.000000
770.311119,46.000000
770.325842,25.000000
770.340563,32.000000
770.355285,23.000000
770.370007,49.000000
770.384728,31.000000
770.399449,-9.000000
770.414170,23.000000
770.428891,34.000000
770.443611,33.000000
770.458331,12.000000
770.473051,83.000000
770.487771,28.000000
770.502491,27.000000
770.517210,22.000000
770.531929,37.000000
770.546648,28.000000
770.561367,22.000000
770.576085,-23.000000
770.590804,34.000000
770.605522,13.000000
770.620240,-48.000000
770.634957,59.000000
770.649675,21.000000
770.664392,-12.000000
770.679109,15.000000
770.693826,-8.000000
770.708543,35.000000
770.723259,-1.000000
770.737975,14.000000
770.752691,20.000000
770.767407,43.000000
770.782122,51.000000
770.796838,38.000000
770.811553,2.000000
770.826268,49.000000
770.840983,1.000000
770.855697,1.000000
770.870411,18.000000
770.885125,15.000000
770.899839,9.000000
770.914553,-20.000000
770.929266,34.000000
770.943979,16.000000
770.958692,68.000000
770.973405,5.000000
770.988118,18.000000
771.002830,22.000000
771.017542,27.000000
771.032254,61.000000
771.046966,-37.000000
771.061677,9.000000
771.076389,9.000000
771.091100,47.000000
771.105810,-18.000000
771.120521,22.000000
771.135232,22.000000
771.149942,28.000000
771.164652,23.000000
771.179362,38.000000
771.194071,39.000000
771.208780,2.000000
771.223490,-8.000000
771.238199,24.000000
771.252907,-21.000000
771.267616,77.000000
771.282324,1.000000
771.297032,-27.000000
771.311740,-4.000000
771.326448,14.000000
771.341155,20.000000
771.355862,6.000000
771.370569,-21.000000
771.385276,13.000000
771.399983,41.000000
771.414689,27.000000
771.429395,-4.000000
771.444101,27.000000
771.458807,30.000000
771.473512,51.000000
771.488218,-9.000000
771.502923,35.000000
771.517628,27.000000
771.532332,50.000000
771.547037,44.000000
771.561741,-29.000000
771.576445,14.000000
771.591149,9.000000
771.605852,-14.000000
771.620556,-2.000000
771.635259,21.000000
771.649962,-14.000000
771.664664,43.000000
771.679367,53.000000
771.694069,61.000000
771.708771,95.000000
771.723473,184.000000
771.738175,290.000000
771.752876,417.000000
771.767577,541.000000
771.782278,655.000000
771.796979,1065.000000
771.811680,1153.000000
771.826380,1022.000000
771.841080,940.000000
771.855780,740.000000
771.870480,429.000000
771.885179,170.000000
771.899879,205.000000
771.914578,179.000000
771.929277,146.000000
771.943975,71.000000
771.958674,55.000000
771.973372,76.000000
771.988070,47.000000
772.002768,10.000000
772.017465,65.000000
772.032163,15.000000
772.046860,32.000000
772.061557,24.000000
772.076253,69.000000
772.090950,80.000000
772.105646,32.000000
772.120342,-6.000000
772.135038,20.000000
772.149734,34.000000
772.164429,40.000000
772.179124,43.000000
772.193819,-30.000000
772.208514,40.000000
772.223209,18.000000
772.237903,-29.000000
772.252597,87.000000
772.267291,52.000000
772.281985,49.000000
772.296678,30.000000
772.311372,21.000000
772.326065,39.000000
772.340757,86.000000
772.355450,39.000000
772.370142,217.000000
772.384835,122.000000
772.399527,142.000000
772.414218,323.000000
772.428910,153.000000
772.443601,341.000000
772.458292,-48.000000
772.472983,240.000000
772.487674,87.000000
772.502364,-69.000000
772.517055,25.000000
772.531745,16.000000
772.546435,33.000000
772.561124,-8.000000
772.575814,-22.000000
772.590503,-12.000000
772.605192,2.000000
772.619880,37.000000
772.634569,14.000000
772.649257,20.000000
772.663945,2.000000
772.678633,5.000000
772.693321,46.000000
772.708008,1.000000
772.722696,30.000000
772.737383,29.000000
772.752069,29.000000
772.766756,-27.000000
772.781442,54.000000
772.796129,44.000000
772.810814,-20.000000
772.825500,72.000000
772.840186,48.000000
772.854871,-7.000000
772.869556,54.000000
772.884241,-53.000000
772.898926,-52.000000
772.913610,-2.000000
772.928294,52.000000
772.942978,70.000000
772.957662,11.000000
772.972346,-5.000000
772.987029,-11.000000
773.001712,75.000000
773.016395,57.000000
773.031078,-1.000000
773.045760,-3.000000
773.060442,77.000000
773.075124,61.000000
773.089806,10.000000
773.104488,-4.000000
773.119169,14.000000
773.133850,33.000000
773.148531,25.000000
773.163212,48.000000
773.177893,39.000000
773.192573,4.000000
773.207253,12.000000
773.221933,83.000000
773.236613,15.000000
773.251292,44.000000
773.265971,9.000000
773.280650,33.000000
773.295329,69.000000
773.310008,16.000000
773.324686,18.000000
773.339364,50.000000
773.354042,29.000000
773.368720,55.000000
773.383398,-4.000000
773.398075,38.000000
773.412752,52.000000
773.427429,15.000000
773.442105,29.000000
773.456782,3.000000
773.471458,40.000000
773.486134,-20.000000
773.500810,3.000000
773.515485,50.000000
773.530161,25.000000
773.544836,27.000000
773.559511,32.000000
773.574185,42.000000
773.588860,23.000000
773.603534,-3.000000
773.618208,57.000000
773.632882,81.000000
773.647556,35.000000
773.662229,2.000000
773.676902,35.000000
773.691575,1.000000
773.706248,33.000000
773.720920,38.000000
773.735593,46.000000
773.750265,-37.000000
773.764937,21.000000
773.779608,-28.000000
773.794280,12.000000
773.808951,8.000000
773.823622,8.000000
773.838293,11.000000
773.852963,17.000000
773.867633,5.000000
773.882304,27.000000
773.896974,4.000000
773.911643,30.000000
773.926313,-5.000000
773.940982,24.000000
773.955651,42.000000
773.970320,18.000000
773.984988,84.000000
773.999657,51.000000
774.014325,40.000000
774.028993,-18.000000
774.043661,63.000000
774.058328,79.000000
774.072995,38.000000
774.087663,83.000000
774.102329,86.000000
774.116996,155.000000
774.131662,245.000000
774.146329,302.000000
774.160995,382.000000
774.175660,761.000000
774.190326,1212.000000
774.204991,1797.000000
774.219656,1890.000000
774.234321,2347.000000
774.248986,2333.000000
774.263651,1879.500000
774.278315,1251.000000
774.292979,784.000000
774.307643,467.000000
774.322306,341.000000
774.336970,140.000000
774.351633,75.000000
774.366296,84.000000
774.380958,126.000000
774.395621,61.000000
774.410283,22.000000
774.424945,58.000000
774.439607,23.000000
774.454269,18.000000
774.468930,69.000000
774.483591,5.000000
774.498252,47.000000
774.512913,25.000000
774.527574,7.000000
774.542234,27.000000
774.556894,1.000000
774.571554,35.000000
774.586214,35.000000
774.600873,17.000000
774.615532,60.000000
774.630191,43.000000
774.644850,16.000000
774.659509,62.000000
774.674167,21.000000
774.688825,63.000000
774.703483,9.000000
774.718141,32.000000
774.732798,45.000000
774.747456,-20.000000
774.762113,15.000000
774.776769,86.000000
774.791426,57.000000
774.806082,39.000000
774.820739,-21.000000
774.835395,22.000000
774.850050,5.000000
774.864706,45.000000
774.879361,-5.000000
774.894016,20.000000
774.908671,77.000000
774.923326,10.000000
774.937980,6.000000
774.952634,31.000000
774.967288,-1.000000
774.981942,52.000000
774.996596,53.000000
775.011249,-12.000000
775.025902,47.000000
775.040555,45.000000
775.055208,40.000000
775.069860,-7.000000
775.084512,10.000000
775.099164,22.000000
775.113816,19.000000
775.128468,60.000000
775.143119,30.000000
775.157770,33.000000
775.172421,20.000000
775.187072,45.000000
775.201722,9.000000
775.216373,44.000000
775.231023,32.000000
775.245672,49.000000
775.260322,39.000000
775.274971,28.000000
775.289621,36.000000
775.304270,78.000000
775.318918,74.000000
775.333567,38.000000
775.348215,7.000000
775.362863,37.000000
775.377511,89.000000
775.392159,109.000000
775.406806,46.000000
775.421453,40.000000
775.436100,-1.000000
775.450747,97.000000
775.465394,27.000000
775.480040,21.000000
775.494686,10.000000
775.509332,-10.000000
775.523977,15.000000
775.538623,24.000000
775.553268,33.000000
775.567913,6.000000
775.582558,18.000000
775.597202,-35.000000
775.611847,21.000000
775.626491,-4.000000
775.641135,54.000000
775.655778,24.000000
775.670422,8.000000
775.685065,15.000000
775.699708,49.000000
775.714351,57.000000
775.728994,25.000000
775.743636,44.000000
775.758278,1.000000
775.772920,6.000000
775.787562,1.000000
775.802203,55.000000
775.816844,21.000000
775.831486,17.000000
775.846126,47.000000
775.860767,97.000000
775.875407,52.000000
775.890047,100.000000
775.904687,18.000000
775.919327,-13.000000
775.933967,52.000000
775.948606,29.000000
775.963245,53.000000
775.977884,12.000000
775.992522,59.000000
776.007161,89.000000
776.021799,-8.000000
776.036437,7.000000
776.051075,43.000000
776.065712,23.000000
776.080350,32.000000
776.094987,43.000000
776.109623,75.000000
776.124260,20.000000
776.138897,57.000000
776.153533,55.000000
776.168169,46.000000
776.182804,45.000000
776.197440,44.000000
776.212075,29.000000
776.226710,97.000000
776.241345,38.000000
776.255980,4.000000
776.270614,28.000000
776.285249,1.000000
776.299883,75.000000
776.314516,-6.000000
776.329150,-6.000000
776.343783,35.000000
776.358416,57.000000
776.373049,22.000000
776.387682,30.000000
